mat_biofilm	potassium	potassium	concentration of potassium 	X	measurement value	{float} {unit}	1
mat_biofilm	pressure	pressure	pressure to which the sample is subject, in atmospheres	X	measurement value	{float} {unit}	1
mat_biofilm	redox_potential	redox potential	redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	X	measurement value	{float} {unit}	1
mat_biofilm	salinity	salinity	salinity measurement	X	measurement value	{float} {unit}	1
mat_biofilm	samp_store_dur	sample storage duration	duration for which sample was stored	X	time interval	{interval}	1
mat_biofilm	samp_store_loc	sample storage location	location at which sample was stored, usually name of a specific freezer/room	X	location name	{text}	1
mat_biofilm	samp_store_temp	sample storage temperature	temperature at which sample was stored, e.g. -80	X	measurement value	{float} {unit}	1
mat_biofilm	silicate	silicate	concentration of silicate	X	measurement value	{float} {unit}	1
mat_biofilm	sodium	sodium	sodium concentration	X	measurement value	{float} {unit}	1
mat_biofilm	sulfate	sulfate	concentration of sulfate	X	measurement value	{float} {unit}	1
mat_biofilm	sulfide	sulfide	concentration of sulfide	X	measurement value	{float} {unit}	1
mat_biofilm	temp	temperature	temperature of the sample at time of sampling	X	measurement value	{float} {unit}	1
mat_biofilm	tot_carb	total carbon	total carbon content	X	measurement value	{float} {unit}	1
mat_biofilm	tot_nitro	total nitrogen	total nitrogen concentration, calculated by: total nitrogen = total dissolved nitrogen + particulate nitrogen. Can also be measured without filtering, reported as nitrogen	X	measurement value	{float} {unit}	1
mat_biofilm	tot_org_carb	total organic carbon	Definition for soil: total organic C content of the soil units of g C/kg soil. Definition otherwise: total organic carbon content	X	measurement value	{float} {unit}	1
mat_biofilm	turbidity	turbidity	turbidity measurement	X	measurement value	{float} {unit}	1
mat_biofilm	water_content	water content	water content measurement	X	measurement value	{float} {unit}	1
